PLAYER,RND,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,KMAX,K,D,A,FK,FD,
RND,478,208.7,1.02,0.65,130.4,0.77,0.15,0.14,0.14,0.23,0.11,26,367,360,70,65,65,
bld,488,208.5,0.99,0.67,134.9,0.72,0.21,0.13,0.11,0.3,0.13,26,352,355,102,61,52,
INFESTOR,253,208.5,1.07,0.68,136.3,0.74,0.18,0.12,0.06,0.25,0.28,22,188,175,45,30,16,
lowel,251,208.4,1.12,0.72,139.9,0.73,0.27,0.06,0.04,0.26,0.18,24,183,163,68,15,10,
Shao,1179,208.4,1.13,0.75,141.2,0.73,0.32,0.07,0.06,0.31,0.19,29,864,767,381,80,66,
DraYstaR,377,208.2,1.21,0.78,138.4,0.74,0.3,0.05,0.02,0.24,0.15,26,278,229,113,18,6,
panini,203,208.2,1.18,0.76,130.4,0.75,0.34,0.04,0.06,0.2,0.12,20,152,129,69,8,13,
aika,452,208.1,0.97,0.69,132,0.73,0.23,0.11,0.15,0.21,0.12,26,332,341,103,49,70,
Sephia,225,208.1,1.06,0.74,134,0.74,0.27,0.11,0.11,0.36,0.25,26,167,158,61,24,24,
HEMMORJAY,280,208.1,0.85,0.62,138.6,0.7,0.13,0.14,0.21,0.21,0.15,31,195,230,37,39,60,
sw,837,208.1,1.04,0.7,136.8,0.72,0.33,0.09,0.11,0.26,0.18,28,603,579,274,73,88,
supamen,752,208.1,1.16,0.75,137.8,0.73,0.34,0.06,0.06,0.32,0.18,40,551,475,259,48,43,
OuTLaW,1124,208,1.01,0.71,131.4,0.72,0.37,0.08,0.07,0.3,0.15,26,807,797,417,88,79,
xelouz,496,207.9,0.94,0.71,137.3,0.7,0.26,0.07,0.04,0.25,0.13,21,345,368,131,33,22,
antG,589,207.9,0.99,0.75,132.6,0.72,0.33,0.09,0.1,0.22,0.11,24,427,431,193,51,56,
Witz,829,207.9,1.03,0.69,131.2,0.72,0.21,0.13,0.12,0.21,0.15,27,597,578,176,105,97,
Aclx,201,207.5,0.81,0.7,139.2,0.68,0.35,0.08,0.11,0.24,0.09,23,136,167,71,17,23,
Touven,225,207.4,0.89,0.72,136.9,0.69,0.27,0.05,0.09,0.28,0.09,20,156,176,61,12,20,
laddermoves,530,207.4,0.91,0.65,137.6,0.71,0.18,0.12,0.14,0.17,0.1,26,374,409,97,64,73,
Teerapong,742,207.4,0.98,0.7,137.1,0.71,0.3,0.08,0.09,0.23,0.07,24,530,540,221,59,68,
blackhawk,257,207.3,1.14,0.73,143.5,0.74,0.29,0.09,0.06,0.29,0.15,27,190,166,75,23,16,
Fweshest,263,207.3,1.04,0.7,132.8,0.73,0.28,0.08,0.08,0.31,0.26,27,192,185,73,21,21,
Blahst,829,207.1,1,0.7,136.7,0.72,0.3,0.08,0.06,0.23,0.15,29,601,600,246,65,52,
Lex,525,207.1,0.87,0.66,142.3,0.69,0.23,0.15,0.18,0.24,0.26,28,360,413,123,80,97,
CrosshaiR,353,207.1,1.06,0.7,137.4,0.74,0.22,0.14,0.1,0.27,0.23,23,261,247,76,50,36,
MONSTEERR,507,207.1,1.07,0.69,137.9,0.73,0.21,0.07,0.06,0.27,0.16,27,370,346,109,37,28,
Grmekista,464,207,1.08,0.69,136.7,0.73,0.24,0.13,0.09,0.2,0.17,25,339,313,112,60,42,
TenZ,339,207,1,0.65,136.6,0.76,0.14,0.15,0.17,0.22,0.17,40,359,260,46,52,58,
mina,1026,207,1.06,0.72,133.2,0.74,0.19,0.14,0.12,0.22,0.09,26,761,719,199,144,122,
Bobovo,339,206.9,0.88,0.71,133.9,0.71,0.3,0.09,0.09,0.21,0.15,26,240,273,101,30,31,
Jerk,404,206.9,1.1,0.71,134.9,0.75,0.15,0.1,0.09,0.18,0.12,23,303,275,59,40,35,
Envious,286,206.9,0.98,0.68,130,0.72,0.22,0.14,0.13,0.22,0.28,23,207,212,63,40,36,
Trick,1209,206.9,0.98,0.73,134.2,0.68,0.32,0.12,0.11,0.18,0.22,24,820,841,384,146,132,
Kheops,519,206.8,1.08,0.7,130.1,0.73,0.29,0.09,0.06,0.28,0.09,26,377,348,151,46,29,
bang,510,206.8,1.01,0.72,134,0.72,0.34,0.09,0.08,0.35,0.22,26,365,360,173,47,40,
Docent,225,206.8,0.95,0.68,123.8,0.72,0.26,0.07,0.12,0.24,0.39,23,162,170,59,15,28,
dip,205,206.6,0.94,0.64,135.3,0.71,0.17,0.14,0.13,0.23,0.04,26,146,155,35,29,26,
murii,272,206.5,0.96,0.68,127.8,0.7,0.25,0.1,0.13,0.27,0.18,25,191,200,69,27,35,
epathy,518,206.4,0.95,0.65,129.8,0.72,0.12,0.16,0.16,0.25,0.08,29,375,396,63,81,83,
falltw,620,206.4,1.06,0.73,135.3,0.72,0.3,0.08,0.09,0.26,0.3,25,446,419,185,49,56,
tehbotoL,1102,206.4,1.09,0.73,135.6,0.74,0.32,0.06,0.06,0.27,0.18,34,811,745,357,64,70,
LuciA,733,206.3,1.03,0.68,137.8,0.73,0.3,0.06,0.07,0.21,0.2,26,537,521,221,45,48,
rain,645,206.2,1.06,0.76,129,0.7,0.4,0.08,0.08,0.19,0.11,27,451,427,258,50,51,
babysoap,462,206.2,0.89,0.71,130,0.68,0.37,0.08,0.11,0.21,0.16,30,316,355,172,37,50,
panday,406,206.2,1,0.74,137.1,0.73,0.32,0.1,0.07,0.27,0.08,29,297,298,129,40,27,
alvarxz,594,206.1,0.88,0.66,134.5,0.71,0.24,0.1,0.12,0.26,0.14,25,421,477,145,57,74,
tr1ck,420,206,0.97,0.63,134.2,0.75,0.15,0.12,0.11,0.21,0.02,27,314,324,65,49,48,
Shyy,610,206,1.1,0.74,127.9,0.72,0.37,0.06,0.07,0.28,0.17,22,437,396,226,37,45,
wannafly,1090,206,1.04,0.72,135.7,0.73,0.19,0.13,0.1,0.22,0.16,33,795,764,206,138,112,
Daniel0,201,206,0.9,0.6,130.5,0.72,0.12,0.16,0.17,0.24,0.03,22,144,160,24,32,34,
Katu,330,206,1.04,0.67,135.8,0.75,0.19,0.14,0.14,0.34,0.1,23,246,237,63,45,46,
Al4n,244,206,0.93,0.63,136,0.74,0.12,0.13,0.09,0.34,0.21,24,180,193,30,32,21,
Vengeance,837,205.9,1.06,0.69,135.7,0.73,0.15,0.13,0.11,0.26,0.11,28,611,574,127,112,91,
Cud,429,205.9,1.07,0.68,133.4,0.73,0.18,0.07,0.07,0.29,0.12,24,314,293,77,28,32,
XII,212,205.9,1.06,0.75,134.5,0.7,0.41,0.09,0.09,0.27,0.07,22,149,140,87,19,19,
Okeanos,456,205.9,0.87,0.63,131.3,0.71,0.2,0.16,0.16,0.28,0.14,25,322,369,92,73,72,
invy,837,205.9,1.01,0.71,137.3,0.72,0.36,0.06,0.08,0.28,0.22,28,606,602,301,54,65,
Leozin,425,205.8,0.97,0.68,138.8,0.72,0.22,0.1,0.11,0.28,0.29,22,304,313,94,43,47,
Mazin,319,205.7,0.97,0.69,132.2,0.68,0.28,0.15,0.16,0.26,0.28,19,218,224,89,47,52,
nobody,404,205.7,1.1,0.76,137.8,0.71,0.3,0.07,0.05,0.29,0.27,22,285,259,121,28,21,
moner,551,205.7,1.1,0.71,134.1,0.71,0.32,0.08,0.07,0.25,0.17,27,392,357,175,42,41,
TENNN,272,205.7,0.91,0.7,136.9,0.71,0.28,0.15,0.14,0.22,0.2,22,192,210,77,40,38,
Rest,332,205.6,0.86,0.65,128.8,0.7,0.27,0.08,0.1,0.21,,26,233,270,88,28,34,
bipo,493,205.6,1.07,0.74,130.5,0.78,0.27,0.09,0.08,0.32,0.15,28,383,358,131,46,37,
Lime,493,205.6,1.04,0.7,132.9,0.76,0.24,0.14,0.14,0.26,0.21,24,374,361,116,70,70,
BlackHeart,1148,205.5,1.08,0.72,133.4,0.73,0.35,0.06,0.05,0.28,0.19,27,835,772,399,71,57,
foxz,1062,205.5,1.07,0.7,133.9,0.73,0.28,0.07,0.1,0.25,0.18,27,770,717,293,78,104,
Polkan,212,205.5,0.88,0.64,134.8,0.69,0.2,0.11,0.14,0.33,0.21,24,147,168,42,23,29,
shion,288,205.5,1.03,0.72,133.1,0.72,0.29,0.07,0.07,0.22,0.09,26,206,200,84,20,20,
Rafaaaa,250,205.5,0.99,0.72,136.9,0.68,0.32,0.06,0.05,0.25,0.27,21,171,172,81,14,13,
Lynn,294,205.4,0.79,0.59,139.5,0.68,0.2,0.17,0.22,0.22,0.14,26,199,253,59,49,66,
contii,580,205.4,0.94,0.72,131.7,0.7,0.27,0.07,0.11,0.21,0.07,27,405,430,156,41,63,
Chloettw,212,205.4,0.99,0.74,136.7,0.71,0.26,0.06,0.03,0.12,0.19,23,151,153,56,13,6,
mada,423,205.1,0.86,0.7,138.4,0.69,0.26,0.12,0.17,0.22,0.11,29,290,336,112,49,72,
Menace,613,205.1,0.84,0.64,130.2,0.67,0.24,0.17,0.21,0.11,0.07,25,410,491,150,105,126,
Celin,854,205.1,1.01,0.73,131.1,0.72,0.33,0.08,0.07,0.26,0.09,30,611,606,280,65,57,
pyth,1190,205,1.11,0.75,135.6,0.74,0.25,0.07,0.08,0.3,0.13,32,877,793,303,89,90,
hussaR,809,204.9,1.08,0.75,129.3,0.72,0.4,0.1,0.08,0.23,0.2,23,582,537,324,83,63,
RgLMeister,587,204.9,1.09,0.77,137.9,0.71,0.35,0.05,0.06,0.21,0.17,31,415,382,205,31,36,
Moh,1124,204.9,1.05,0.72,130.9,0.71,0.32,0.08,0.08,0.27,0.14,26,795,755,358,92,87,
JitBoyS,742,204.9,1.1,0.71,137,0.74,0.18,0.1,0.08,0.29,0.14,28,546,497,132,77,59,
WAKUZ,599,204.8,0.96,0.69,133.2,0.73,0.26,0.07,0.08,0.41,0.08,25,435,454,156,43,49,
signed,298,204.8,1,0.71,133.2,0.72,0.29,0.06,0.08,0.23,0.1,23,215,214,85,19,24,
Storax,421,204.8,1.06,0.69,132.6,0.71,0.17,0.1,0.14,0.2,0.12,21,300,284,72,44,57,
Sushiboys,1062,204.7,1.03,0.74,137.4,0.7,0.23,0.1,0.08,0.23,0.13,27,746,724,240,109,83,
itnothan,242,204.7,1.18,0.76,139.1,0.71,0.31,0.07,0.1,0.19,0.27,26,173,147,76,18,25,
Ching,803,204.7,1.02,0.7,140.2,0.71,0.23,0.06,0.07,0.26,0.14,21,567,557,187,49,56,
isa1,225,204.6,1.14,0.72,131,0.77,0.12,0.11,0.08,0.18,0.13,27,174,153,27,24,17,
OnigiRi,371,204.5,0.93,0.68,136.2,0.72,0.17,0.15,0.11,0.28,0.06,33,267,288,63,56,39,
sterben,432,204.5,1.15,0.73,135.4,0.72,0.35,0.08,0.1,0.27,0.24,21,313,271,150,35,44,
Xdll,289,204.5,0.9,0.72,132.6,0.69,0.37,0.06,0.08,0.25,0.1,22,200,221,107,17,23,
Glenn,223,204.4,0.98,0.73,138.5,0.69,0.31,0.07,0.08,0.24,0.13,21,154,157,70,15,17,
hoppY,213,204.3,1.05,0.76,135.9,0.71,0.31,0.05,0.04,0.27,,30,152,145,65,11,8,
Meddo,396,204.2,1.06,0.76,134.2,0.72,0.25,0.05,0.07,0.24,0.13,28,287,270,98,18,26,
joshh,411,204.1,0.97,0.67,132.8,0.72,0.14,0.14,0.17,0.3,0.14,23,296,305,59,57,69,
Torrify,332,204.1,0.94,0.67,130.7,0.7,0.13,0.12,0.17,0.17,0.13,21,231,246,44,40,56,
adrnking,1034,204,1.07,0.74,131.3,0.73,0.33,0.08,0.07,0.29,0.14,27,750,704,344,85,69,
YaBoiDre,930,204,1.01,0.7,129.9,0.73,0.17,0.12,0.13,0.26,0.11,28,677,668,157,113,122,
BORKUM,1036,204,1.06,0.73,134,0.7,0.33,0.09,0.08,0.22,0.21,33,727,688,343,89,88,
Ember,511,204,1.02,0.73,134.3,0.7,0.37,0.07,0.06,0.23,0.14,23,360,354,189,38,33,
popogachi,474,204,1.07,0.74,137.8,0.7,0.36,0.07,0.09,0.26,0.07,21,332,311,169,31,43,
qRaxs,846,203.9,1.12,0.73,132.2,0.76,0.29,0.07,0.07,0.32,0.16,29,644,577,244,60,63,
grimoire,952,203.9,1.01,0.72,131.9,0.72,0.3,0.08,0.06,0.37,0.13,34,683,679,286,75,58,
wippie,542,203.8,1.14,0.74,132.7,0.73,0.21,0.11,0.09,0.18,0.14,25,393,346,115,59,48,
renz,1279,203.7,1.07,0.73,135.9,0.73,0.3,0.08,0.06,0.26,0.14,24,930,868,386,107,81,
poiz,440,203.6,0.97,0.72,133.6,0.7,0.33,0.07,0.07,0.31,0.1,23,307,315,146,30,31,
Yuk1no,348,203.6,0.95,0.71,133.2,0.7,0.25,0.09,0.1,0.29,0.14,20,244,257,88,32,34,
Sylvan,402,203.6,1,0.69,132.6,0.71,0.3,0.05,0.06,0.29,0.13,22,285,285,121,20,24,
Will,510,203.5,0.87,0.65,130.9,0.68,0.23,0.12,0.16,0.17,0.16,24,349,400,115,63,83,
Yort,333,203.4,1.01,0.71,138.7,0.71,0.18,0.08,0.05,0.23,0.17,24,235,232,59,27,18,
mindle,209,203.1,0.88,0.65,133.5,0.69,0.26,0.12,0.11,0.22,0.15,20,145,165,54,26,23,
fixky,286,203.1,1.15,0.74,121.5,0.73,0.34,0.1,0.08,0.17,0.19,24,209,182,96,29,22,
kev,647,203.1,0.93,0.68,132.5,0.72,0.17,0.13,0.15,0.19,0.11,30,468,501,109,81,98,
Fizzy,309,203,1.01,0.71,128.3,0.72,0.3,0.08,0.09,0.22,0.19,24,221,219,93,24,28,
AFoxx,493,202.9,1.24,0.71,136.2,0.83,0.12,0.14,0.1,0.37,0.09,27,408,329,57,68,51,
moose,423,202.8,1.08,0.72,133.3,0.71,0.25,0.04,0.05,0.27,0.15,23,301,280,106,19,20,
eXampL,368,202.8,1.1,0.74,137.1,0.72,0.34,0.05,0.05,0.3,0.12,24,265,241,125,19,18,
NagZ,640,202.8,1.12,0.72,132.7,0.74,0.11,0.16,0.13,0.24,0.13,25,473,421,71,101,81,
xenon,225,202.7,0.93,0.64,129.6,0.7,0.14,0.16,0.14,0.28,0.08,23,157,168,31,37,32,
kvzx,526,202.7,1.01,0.7,136.3,0.7,0.33,0.06,0.07,0.29,0.14,23,367,365,171,32,36,
cheatcode,327,202.7,0.95,0.72,130.5,0.69,0.29,0.11,0.13,0.28,0.13,24,224,235,96,35,43,
guuih,657,202.7,1.04,0.72,133.7,0.71,0.23,0.08,0.09,0.24,0.14,26,466,448,154,52,62,
plat1num,315,202.6,0.97,0.67,131.3,0.69,0.31,0.05,0.07,0.26,0.28,21,218,224,98,16,22,
Jason,230,202.6,0.89,0.63,139.3,0.69,0.28,0.09,0.11,0.17,0.03,29,159,179,64,21,26,
prince,478,202.6,1.03,0.71,133.8,0.7,0.25,0.09,0.07,0.27,0.11,24,336,327,121,41,35,
Genghsta,396,202.6,1.03,0.69,130.3,0.71,0.29,0.07,0.07,0.28,0.17,27,282,274,114,26,27,
Pr0phie,659,202.5,0.93,0.69,136.4,0.67,0.29,0.08,0.11,0.28,0.21,25,444,477,193,54,74,
stax,572,202.5,1.23,0.78,128.9,0.76,0.42,0.05,0.05,0.36,0.23,24,433,352,241,26,29,
vicious,373,202.4,1,0.7,137.5,0.72,0.2,0.06,0.05,0.26,0.08,29,268,268,73,24,17,
dom,662,202.4,0.86,0.65,132.5,0.69,0.26,0.14,0.17,0.26,0.17,29,456,529,171,92,110,
cauanzin,690,202.4,0.98,0.73,132.3,0.68,0.34,0.07,0.1,0.21,0.2,29,472,480,233,45,68,
pancc,608,202.4,0.98,0.68,132.1,0.71,0.25,0.1,0.12,0.29,0.13,29,430,437,154,58,71,
MOCKING,1740,202.3,0.98,0.71,130,0.71,0.29,0.08,0.1,0.26,0.19,30,1234,1262,505,146,166,
ExiT,753,202.3,1.03,0.68,129.4,0.71,0.16,0.15,0.13,0.21,0.1,30,533,518,117,111,96,
specimen,385,202.3,0.93,0.65,127.9,0.71,0.23,0.08,0.12,0.24,0.18,30,272,294,90,29,46,
Bangnan,420,202.3,0.95,0.67,130.1,0.7,0.23,0.14,0.15,0.36,0.08,28,295,312,98,59,64,
Sugarfree,708,202.3,0.94,0.73,130.4,0.69,0.31,0.09,0.09,0.22,0.1,30,488,521,220,67,67,
Kasin,257,202.2,1.03,0.63,134.6,0.76,0.13,0.18,0.14,0.26,0.17,25,196,190,33,46,36,
gucc107,845,202.2,0.98,0.73,133.2,0.71,0.37,0.07,0.08,0.2,0.14,27,598,611,313,58,70,
skillZ,604,202.2,1.08,0.75,133.5,0.72,0.34,0.07,0.07,0.29,0.19,24,435,404,207,42,40,
pyrolll,256,202.1,1.02,0.75,138.4,0.7,0.38,0.09,0.07,0.27,0.2,25,180,177,98,23,17,
Aowha,429,202,0.91,0.68,128,0.7,0.23,0.06,0.09,0.34,0.22,24,301,331,98,27,39,
demon,318,201.9,0.83,0.61,134,0.69,0.17,0.17,0.21,0.26,0.05,22,218,262,54,55,67,
kacpi,504,201.9,1.09,0.71,131.4,0.73,0.2,0.09,0.1,0.3,0.18,26,370,340,102,47,52,
Layla,461,201.9,0.97,0.67,134.2,0.71,0.24,0.05,0.09,0.27,0.17,28,327,338,112,22,41,
Potatoe,236,201.8,0.85,0.7,128.6,0.67,0.34,0.07,0.07,0.2,0.12,20,158,186,81,17,17,
Rain,327,201.7,0.78,0.64,130.7,0.63,0.3,0.13,0.19,0.2,0.06,23,207,266,99,44,63,
niffy,431,201.7,0.91,0.68,133.7,0.7,0.23,0.12,0.11,0.26,0.12,26,302,333,97,52,48,
CrayCup,225,201.7,0.81,0.69,134.9,0.65,0.28,0.07,0.09,0.2,0.09,24,147,182,63,16,21,
sogo,444,201.7,0.94,0.65,134.6,0.72,0.16,0.13,0.1,0.21,0.06,27,319,340,71,56,46,
Maanish,525,201.7,0.92,0.66,126.5,0.69,0.22,0.13,0.16,0.22,0.1,25,363,394,116,70,83,
mishu,431,201.6,0.93,0.71,134.8,0.69,0.3,0.08,0.12,0.26,0.18,24,296,318,130,34,50,
blaZek1ng,1102,201.5,1.09,0.73,130.5,0.7,0.33,0.08,0.08,0.26,0.17,28,772,710,360,83,93,
vo0kashu,290,201.5,1.13,0.74,136.2,0.7,0.26,0.04,0.07,0.28,0.28,26,203,180,75,13,19,
Kr1stal,289,201.5,0.93,0.68,128.9,0.7,0.18,0.1,0.16,0.24,0.16,25,202,218,53,30,46,
k1Ng,244,201.4,1.12,0.73,131,0.7,0.18,0.09,0.09,0.3,0.15,22,172,154,45,23,23,
tokyo,349,201.4,0.96,0.63,138.7,0.74,0.11,0.11,0.09,0.32,0.15,23,259,270,37,40,33,
KPZET,309,201.3,0.98,0.7,132.2,0.7,0.27,0.09,0.11,0.32,0.21,22,217,222,84,29,33,
svL,1028,201.3,0.99,0.71,130.7,0.72,0.33,0.09,0.1,0.23,0.2,31,736,744,344,96,104,
Jelly,304,201.2,0.87,0.68,135.4,0.69,0.29,0.07,0.1,0.27,0.1,24,209,241,89,22,31,
Prti,464,201.2,0.95,0.66,138.8,0.67,0.27,0.07,0.07,0.26,0.17,25,313,331,125,31,34,
pho,910,201.2,1.04,0.74,132.5,0.7,0.3,0.08,0.07,0.31,0.18,24,638,614,270,70,66,
sunshine,431,201.2,0.95,0.68,130.9,0.7,0.23,0.09,0.1,0.28,0.14,24,303,320,98,37,45,
WIX,599,201.2,1.01,0.69,135.3,0.71,0.24,0.11,0.1,0.3,0.17,27,428,423,146,65,59,
Has1ra14,327,201.2,1.05,0.7,128.3,0.7,0.3,0.06,0.05,0.24,0.07,22,230,220,98,21,17,
2ge,723,201.1,1.11,0.76,127.1,0.72,0.41,0.05,0.07,0.23,0.22,23,520,470,297,35,54,
ease,413,201,1.06,0.74,131.8,0.72,0.29,0.08,0.06,0.26,0.23,25,297,281,119,35,26,
sacred,359,200.9,0.89,0.65,134.7,0.7,0.17,0.14,0.17,0.28,0.23,30,250,280,61,52,60,
GLYPH,563,200.9,1.01,0.66,133.4,0.72,0.28,0.07,0.08,0.26,0.15,35,406,403,156,40,46,
hellff,443,200.8,1.06,0.7,131.3,0.75,0.28,0.06,0.05,0.23,0.21,32,332,314,126,26,24,
musashi,254,200.8,0.99,0.64,132.8,0.71,0.17,0.11,0.09,0.28,0.12,30,181,183,42,29,24,
fooX,768,200.7,1.05,0.7,125.7,0.68,0.35,0.1,0.09,0.22,0.21,26,526,503,270,73,71,
Kachow,251,200.7,0.98,0.65,133.4,0.7,0.3,0.1,0.09,0.18,0.19,29,176,179,76,24,23,
exy,486,200.7,1.07,0.72,129.4,0.7,0.3,0.06,0.07,0.37,0.09,24,339,318,148,28,33,
Scrounge,432,200.6,0.92,0.68,131.8,0.7,0.28,0.09,0.12,0.3,0.11,21,301,328,122,39,52,
kirei,530,200.5,1.09,0.7,130.9,0.73,0.18,0.1,0.05,0.27,0.09,26,386,355,94,53,25,
Nahsie,709,200.5,0.97,0.7,129.9,0.7,0.29,0.08,0.09,0.25,0.22,32,496,511,203,55,65,
MOJJ,846,200.5,1.06,0.7,135,0.72,0.22,0.09,0.08,0.33,0.13,24,607,570,187,77,70,
Jeong Hi,579,200.4,1.08,0.74,127.4,0.72,0.35,0.05,0.06,0.21,0.19,26,415,384,200,27,33,
Esm,205,200.4,0.99,0.69,136,0.72,0.26,0.06,0.07,0.27,0.19,20,148,150,53,12,15,
blurred,526,200.4,0.97,0.68,128.6,0.71,0.13,0.13,0.13,0.17,0.17,21,374,387,70,71,69,
W1nner,533,200.4,0.97,0.7,128.5,0.69,0.31,0.07,0.08,0.28,0.15,23,369,381,167,38,43,
Faelzin,937,200.4,1.07,0.71,133.5,0.71,0.17,0.1,0.1,0.23,0.15,24,669,628,163,93,98,
woddy,698,200.3,1.05,0.75,132.1,0.71,0.32,0.06,0.05,0.32,0.08,26,494,470,224,42,37,
kael,515,200.1,0.85,0.63,130.6,0.71,0.14,0.16,0.18,0.24,0.21,28,364,427,72,84,92,
Anqh,247,200.1,0.97,0.7,131.5,0.7,0.36,0.05,0.09,0.24,0.16,21,174,180,89,12,22,
Bati,375,199.9,0.99,0.75,133.9,0.64,0.41,0.09,0.07,0.23,0.22,24,241,243,152,33,28,
Goaster,325,199.9,0.99,0.7,128.8,0.71,0.13,0.16,0.11,0.26,0.09,23,230,233,42,53,36,
runi,906,199.7,1.01,0.74,129,0.68,0.41,0.05,0.04,0.25,0.16,28,619,613,374,49,37,
MrFaliN,846,199.7,1.04,0.74,129.3,0.72,0.41,0.08,0.08,0.21,0.21,26,607,581,344,71,65,
ZachaREEE,763,199.6,1.02,0.74,128.9,0.69,0.4,0.07,0.09,0.2,0.18,30,527,516,306,52,70,
Nhatthong2k,485,199.6,0.9,0.71,135.2,0.68,0.31,0.09,0.11,0.21,0.13,34,329,364,149,43,54,
noxxy,1034,199.5,1,0.66,128.5,0.72,0.14,0.15,0.15,0.25,0.16,31,747,744,147,159,156,
Depyro,362,199.5,0.95,0.7,127.8,0.68,0.31,0.08,0.08,0.21,0.08,23,246,259,114,29,30,
Siduzord,854,199.4,1.03,0.71,130.4,0.69,0.31,0.07,0.06,0.23,0.17,30,585,568,269,57,49,
OMEGA,322,199.4,0.88,0.72,129.7,0.64,0.4,0.09,0.09,0.21,0.17,21,206,235,129,29,30,
pr0xy,352,199.4,0.9,0.61,130.8,0.69,0.15,0.13,0.13,0.31,0.15,24,242,269,52,47,46,
klipp,345,199.4,0.87,0.68,134.4,0.66,0.3,0.08,0.14,0.22,0.15,23,229,264,102,26,49,
bzt,368,199.3,0.82,0.7,139.5,0.65,0.33,0.1,0.11,0.22,0.04,20,238,290,123,38,40,
Korsonix,270,199.1,0.96,0.71,125.6,0.69,0.35,0.07,0.08,0.25,0.27,20,187,195,94,19,22,
Xenoo,449,199,0.86,0.69,130.3,0.65,0.31,0.12,0.1,0.22,0.14,23,294,340,137,52,46,
jovahnii,803,198.9,0.97,0.73,129.9,0.7,0.35,0.08,0.08,0.25,0.23,24,562,577,280,68,67,
xsus,261,198.9,0.89,0.71,128.7,0.69,0.44,0.1,0.09,0.2,0.19,22,181,203,115,26,24,
andy,306,198.8,0.91,0.67,129,0.67,0.17,0.13,0.15,0.19,0.08,25,206,227,53,41,45,
ohai,591,198.7,0.97,0.71,132.2,0.68,0.3,0.09,0.11,0.29,0.16,33,404,418,178,54,66,
Zest,572,198.7,1.1,0.77,127.2,0.69,0.33,0.08,0.06,0.33,0.2,23,394,357,187,45,37,
Logistaa,468,198.7,1.03,0.68,128.9,0.7,0.25,0.05,0.05,0.26,0.15,24,326,318,117,23,24,
KnightRider,468,198.6,0.99,0.63,125.1,0.73,0.1,0.18,0.16,0.31,0.16,24,341,343,47,83,75,
Risorah,236,198.6,0.81,0.58,128.6,0.68,0.12,0.13,0.16,0.28,0.04,19,161,198,29,30,37,
Sway,251,198.5,0.9,0.7,126.4,0.69,0.17,0.23,0.23,0.19,0.11,20,172,191,43,58,57,
Mickebwoy,309,198.5,1.03,0.7,136.9,0.68,0.32,0.06,0.05,0.26,0.19,26,210,204,99,17,16,
intox,446,198.5,0.88,0.68,130.7,0.68,0.37,0.07,0.08,0.23,0.14,27,302,342,163,31,36,
Virtyy,1416,198.5,0.96,0.73,127.8,0.69,0.38,0.09,0.1,0.28,0.1,25,974,1012,536,132,141,
Add3r,1018,198.4,0.89,0.66,128.4,0.68,0.28,0.09,0.13,0.26,0.09,23,696,780,287,91,129,
Ange,1209,198.4,1.14,0.76,130.1,0.69,0.37,0.06,0.06,0.24,0.18,22,832,732,446,76,71,
Shawn,498,198.4,0.91,0.71,128.4,0.69,0.32,0.08,0.11,0.2,0.13,26,345,379,157,42,54,
zeddy,403,198.3,0.92,0.7,128.9,0.68,0.35,0.09,0.11,0.22,0.11,25,274,299,141,35,43,
jans0n,268,198.2,0.95,0.68,130.8,0.71,0.25,0.04,0.1,0.23,0.09,30,190,199,67,12,27,
PryZee,554,198.2,1.05,0.71,134.3,0.71,0.29,0.04,0.05,0.27,0.23,26,394,377,158,24,26,
ABATMAN,308,198.2,0.92,0.68,133.1,0.69,0.22,0.08,0.11,0.32,0.15,25,211,229,68,25,33,
Blas,233,198.2,0.95,0.72,131.3,0.67,0.21,0.12,0.05,0.23,,19,156,164,50,27,11,
Sylvette,345,198.1,1.04,0.72,133,0.72,0.1,0.09,0.04,0.33,0.08,24,250,240,35,31,13,
Chibab,599,198.1,0.84,0.65,126.7,0.67,0.19,0.17,0.22,0.21,0.08,20,403,482,112,104,129,
dip,819,198.1,0.95,0.69,128.4,0.67,0.29,0.11,0.1,0.17,0.13,29,551,578,236,90,83,
disk0,584,198,1.05,0.72,128,0.7,0.3,0.07,0.07,0.26,0.12,21,409,389,178,42,41,
HOOLiGN,558,198,0.91,0.69,129.8,0.67,0.28,0.1,0.09,0.25,0.11,25,376,415,157,55,50,
mimii,232,198,1.1,0.72,127.2,0.73,0.14,0.13,0.06,0.32,0.06,27,170,154,33,31,13,
bENITA,507,198,1,0.7,127.6,0.67,0.32,0.09,0.08,0.26,0.18,25,339,339,160,44,40,
Naomi,296,198,1.04,0.7,122.1,0.7,0.17,0.08,0.05,0.27,0.12,22,206,198,49,24,15,
Akami,292,197.9,0.89,0.66,130.1,0.68,0.24,0.09,0.1,0.22,0.05,32,200,225,70,26,30,
daiki,453,197.9,1.05,0.71,125.9,0.71,0.36,0.07,0.08,0.26,0.24,23,320,304,161,31,37,
rood,892,197.9,1,0.68,131.8,0.68,0.17,0.14,0.12,0.2,0.07,27,603,605,151,129,104,
Tooug,854,197.9,0.89,0.69,127.4,0.68,0.34,0.09,0.12,0.35,0.14,26,577,648,288,77,100,
Fluky,429,197.9,0.91,0.71,137.4,0.69,0.23,0.09,0.09,0.29,0.11,46,295,325,98,40,38,
